departamento,provincia,municipio,cluster,appareil,variante,trajectoire,annee,acces,possession
Pando,Nicolás Suárez,Porvenir,C4,aire_acondicionado,basse,acces_2050,2024,0.9044843049327356,0.0641711229946524
Pando,Nicolás Suárez,Porvenir,C4,lavadora,basse,acces_2050,2024,0.9044843049327356,0.4239183276616431
Pando,Nicolás Suárez,Porvenir,C4,radio,basse,acces_2050,2024,0.9044843049327356,0.5822784810126582
Pando,Nicolás Suárez,Porvenir,C4,television,basse,acces_2050,2024,0.9044843049327356,0.674135411592791
Pando,Nicolás Suárez,Porvenir,C4,telefono,basse,acces_2050,2024,0.9044843049327356,0.8362573099415205
Pando,Nicolás Suárez,Porvenir,C4,computadora,basse,acces_2050,2024,0.9044843049327356,0.1972722844617633
Pando,Nicolás Suárez,Porvenir,C4,internet,basse,acces_2050,2024,0.9044843049327356,0.2664393570384802
Pando,Nicolás Suárez,Porvenir,C4,refrigerador,basse,acces_2050,2035,0.967109965336432,0.5114244044725328
Pando,Nicolás Suárez,Porvenir,C4,microondas,basse,acces_2050,2035,0.967109965336432,0.0661157024793388
Pando,Nicolás Suárez,Porvenir,C4,calefon,basse,acces_2050,2035,0.967109965336432,0.0364608653378706
Pando,Nicolás Suárez,Porvenir,C4,aire_acondicionado,basse,acces_2050,2035,0.967109965336432,0.0641711229946524
Pando,Nicolás Suárez,Porvenir,C4,lavadora,basse,acces_2050,2035,0.967109965336432,0.4239183276616431
Pando,Nicolás Suárez,Porvenir,C4,radio,basse,acces_2050,2035,0.967109965336432,0.5822784810126582
Pando,Nicolás Suárez,Porvenir,C4,television,basse,acces_2050,2035,0.967109965336432,0.674135411592791
Pando,Nicolás Suárez,Porvenir,C4,telefono,basse,acces_2050,2035,0.967109965336432,0.8362573099415205
Pando,Nicolás Suárez,Porvenir,C4,computadora,basse,acces_2050,2035,0.967109965336432,0.1972722844617633
Pando,Nicolás Suárez,Porvenir,C4,internet,basse,acces_2050,2035,0.967109965336432,0.2664393570384802
Pando,Nicolás Suárez,Porvenir,C4,refrigerador,basse,acces_2050,2050,1.0,0.5114244044725328
Pando,Nicolás Suárez,Porvenir,C4,microondas,basse,acces_2050,2050,1.0,0.0661157024793388
Pando,Nicolás Suárez,Porvenir,C4,calefon,basse,acces_2050,2050,1.0,0.0364608653378706
Pando,Nicolás Suárez,Porvenir,C4,aire_acondicionado,basse,acces_2050,2050,1.0,0.0641711229946524
Pando,Nicolás Suárez,Porvenir,C4,lavadora,basse,acces_2050,2050,1.0,0.4239183276616431
Pando,Nicolás Suárez,Porvenir,C4,radio,basse,acces_2050,2050,1.0,0.5822784810126582
Pando,Nicolás Suárez,Porvenir,C4,television,basse,acces_2050,2050,1.0,0.674135411592791
Pando,Nicolás Suárez,Porvenir,C4,telefono,basse,acces_2050,2050,1.0,0.8362573099415205
Pando,Nicolás Suárez,Porvenir,C4,computadora,basse,acces_2050,2050,1.0,0.1972722844617633
Pando,Nicolás Suárez,Porvenir,C4,internet,basse,acces_2050,2050,1.0,0.2664393570384802
Pando,Nicolás Suárez,Bolpebra,C2,refrigerador,basse,acces_2050,2024,0.6845386533665836,0.1387434554973822
Pando,Nicolás Suárez,Bolpebra,C2,microondas,basse,acces_2050,2024,0.6845386533665836,0.0091623036649214
Pando,Nicolás Suárez,Bolpebra,C2,calefon,basse,acces_2050,2024,0.6845386533665836,0.0431937172774869
Pando,Nicolás Suárez,Bolpebra,C2,aire_acondicionado,basse,acces_2050,2024,0.6845386533665836,0.0039267015706806
Pando,Nicolás Suárez,Bolpebra,C2,lavadora,basse,acces_2050,2024,0.6845386533665836,0.0746073298429319
Pando,Nicolás Suárez,Bolpebra,C2,radio,basse,acces_2050,2024,0.6845386533665836,0.4588235294117647
Pando,Nicolás Suárez,Bolpebra,C2,television,basse,acces_2050,2024,0.6845386533665836,0.2840314136125654
Pando,Nicolás Suárez,Bolpebra,C2,telefono,basse,acces_2050,2024,0.6845386533665836,0.8416230366492147
Pando,Nicolás Suárez,Bolpebra,C2,computadora,basse,acces_2050,2024,0.6845386533665836,0.0667539267015706
Pando,Nicolás Suárez,Bolpebra,C2,internet,basse,acces_2050,2024,0.6845386533665836,0.0196335078534031
Pando,Nicolás Suárez,Bolpebra,C2,refrigerador,basse,acces_2050,2035,0.8655671845289354,0.1387434554973822
Pando,Nicolás Suárez,Bolpebra,C2,microondas,basse,acces_2050,2035,0.8655671845289354,0.0091623036649214
Pando,Nicolás Suárez,Bolpebra,C2,calefon,basse,acces_2050,2035,0.8655671845289354,0.0431937172774869
Pando,Nicolás Suárez,Bolpebra,C2,aire_acondicionado,basse,acces_2050,2035,0.8655671845289354,0.0039267015706806
Pando,Nicolás Suárez,Bolpebra,C2,lavadora,basse,acces_2050,2035,0.8655671845289354,0.0746073298429319
Pando,Nicolás Suárez,Bolpebra,C2,radio,basse,acces_2050,2035,0.8655671845289354,0.4588235294117647
Pando,Nicolás Suárez,Bolpebra,C2,television,basse,acces_2050,2035,0.8655671845289354,0.2840314136125654
Pando,Nicolás Suárez,Bolpebra,C2,telefono,basse,acces_2050,2035,0.8655671845289354,0.8416230366492147
Pando,Nicolás Suárez,Bolpebra,C2,computadora,basse,acces_2050,2035,0.8655671845289354,0.0667539267015706
Pando,Nicolás Suárez,Bolpebra,C2,internet,basse,acces_2050,2035,0.8655671845289354,0.0196335078534031
Pando,Nicolás Suárez,Bolpebra,C2,refrigerador,basse,acces_2050,2050,1.0,0.1387434554973822
Pando,Nicolás Suárez,Bolpebra,C2,microondas,basse,acces_2050,2050,1.0,0.0091623036649214
Pando,Nicolás Suárez,Bolpebra,C2,calefon,basse,acces_2050,2050,1.0,0.0431937172774869
Pando,Nicolás Suárez,Bolpebra,C2,aire_acondicionado,basse,acces_2050,2050,1.0,0.0039267015706806
Pando,Nicolás Suárez,Bolpebra,C2,lavadora,basse,acces_2050,2050,1.0,0.0746073298429319
Pando,Nicolás Suárez,Bolpebra,C2,radio,basse,acces_2050,2050,1.0,0.4588235294117647
Pando,Nicolás Suárez,Bolpebra,C2,television,basse,acces_2050,2050,1.0,0.2840314136125654
Pando,Nicolás Suárez,Bolpebra,C2,telefono,basse,acces_2050,2050,1.0,0.8416230366492147
Pando,Nicolás Suárez,Bolpebra,C2,computadora,basse,acces_2050,2050,1.0,0.0667539267015706
Pando,Nicolás Suárez,Bolpebra,C2,internet,basse,acces_2050,2050,1.0,0.0196335078534031
Pando,Nicolás Suárez,Bella Flor,C4,refrigerador,basse,acces_2050,2024,0.7157894736842105,0.3147208121827411
Pando,Nicolás Suárez,Bella Flor,C4,microondas,basse,acces_2050,2024,0.7157894736842105,0.032994923857868
Pando,Nicolás Suárez,Bella Flor,C4,calefon,basse,acces_2050,2024,0.7157894736842105,0.0143824027072758
Pando,Nicolás Suárez,Bella Flor,C4,aire_acondicionado,basse,acces_2050,2024,0.7157894736842105,0.0177664974619289
Pando,Nicolás Suárez,Bella Flor,C4,lavadora,basse,acces_2050,2024,0.7157894736842105,0.2030456852791878
Pando,Nicolás Suárez,Bella Flor,C4,radio,basse,acces_2050,2024,0.7157894736842105,0.4966101694915254
Pando,Nicolás Suárez,Bella Flor,C4,television,basse,acces_2050,2024,0.7157894736842105,0.3974576271186441
Pando,Nicolás Suárez,Bella Flor,C4,telefono,basse,acces_2050,2024,0.7157894736842105,0.8264182895850973
Pando,Nicolás Suárez,Bella Flor,C4,computadora,basse,acces_2050,2024,0.7157894736842105,0.1203389830508474
Pando,Nicolás Suárez,Bella Flor,C4,internet,basse,acces_2050,2024,0.7157894736842105,0.1
Pando,Nicolás Suárez,Bella Flor,C4,refrigerador,basse,acces_2050,2035,0.8697204745028234,0.3147208121827411
Pando,Nicolás Suárez,Bella Flor,C4,microondas,basse,acces_2050,2035,0.8697204745028234,0.032994923857868
Pando,Nicolás Suárez,Bella Flor,C4,calefon,basse,acces_2050,2035,0.8697204745028234,0.0143824027072758
Pando,Nicolás Suárez,Bella Flor,C4,aire_acondicionado,basse,acces_2050,2035,0.8697204745028234,0.0177664974619289
Pando,Nicolás Suárez,Bella Flor,C4,lavadora,basse,acces_2050,2035,0.8697204745028234,0.2030456852791878
Pando,Nicolás Suárez,Bella Flor,C4,radio,basse,acces_2050,2035,0.8697204745028234,0.4966101694915254
Pando,Nicolás Suárez,Bella Flor,C4,television,basse,acces_2050,2035,0.8697204745028234,0.3974576271186441
Pando,Nicolás Suárez,Bella Flor,C4,telefono,basse,acces_2050,2035,0.8697204745028234,0.8264182895850973
Pando,Nicolás Suárez,Bella Flor,C4,computadora,basse,acces_2050,2035,0.8697204745028234,0.1203389830508474
Pando,Nicolás Suárez,Bella Flor,C4,internet,basse,acces_2050,2035,0.8697204745028234,0.1
Pando,Nicolás Suárez,Bella Flor,C4,refrigerador,basse,acces_2050,2050,1.0,0.3147208121827411
Pando,Nicolás Suárez,Bella Flor,C4,microondas,basse,acces_2050,2050,1.0,0.032994923857868
Pando,Nicolás Suárez,Bella Flor,C4,calefon,basse,acces_2050,2050,1.0,0.0143824027072758
Pando,Nicolás Suárez,Bella Flor,C4,aire_acondicionado,basse,acces_2050,2050,1.0,0.0177664974619289
Pando,Nicolás Suárez,Bella Flor,C4,lavadora,basse,acces_2050,2050,1.0,0.2030456852791878
Pando,Nicolás Suárez,Bella Flor,C4,radio,basse,acces_2050,2050,1.0,0.4966101694915254
Pando,Nicolás Suárez,Bella Flor,C4,television,basse,acces_2050,2050,1.0,0.3974576271186441
Pando,Nicolás Suárez,Bella Flor,C4,telefono,basse,acces_2050,2050,1.0,0.8264182895850973
Pando,Nicolás Suárez,Bella Flor,C4,computadora,basse,acces_2050,2050,1.0,0.1203389830508474
Pando,Nicolás Suárez,Bella Flor,C4,internet,basse,acces_2050,2050,1.0,0.1
Pando,Manuripi,Puerto Rico,C4,refrigerador,basse,acces_2050,2024,0.8366013071895425,0.4104320337197049
Pando,Manuripi,Puerto Rico,C4,microondas,basse,acces_2050,2024,0.8366013071895425,0.0258030542390731
Pando,Manuripi,Puerto Rico,C4,calefon,basse,acces_2050,2024,0.8366013071895425,0.020010531858873
Pando,Manuripi,Puerto Rico,C4,aire_acondicionado,basse,acces_2050,2024,0.8366013071895425,0.0279094260136914
Pando,Manuripi,Puerto Rico,C4,lavadora,basse,acces_2050,2024,0.8366013071895425,0.1748288572933122
Pando,Manuripi,Puerto Rico,C4,radio,basse,acces_2050,2024,0.8366013071895425,0.3923117430226435
Pando,Manuripi,Puerto Rico,C4,television,basse,acces_2050,2024,0.8366013071895425,0.4507635597682991
Pando,Manuripi,Puerto Rico,C4,telefono,basse,acces_2050,2024,0.8366013071895425,0.8680336487907466
Pando,Manuripi,Puerto Rico,C4,computadora,basse,acces_2050,2024,0.8366013071895425,0.2726315789473684
Pando,Manuripi,Puerto Rico,C4,internet,basse,acces_2050,2024,0.8366013071895425,0.1748288572933122
Pando,Manuripi,Puerto Rico,C4,refrigerador,basse,acces_2050,2035,0.9359410417323027,0.4104320337197049
Pando,Manuripi,Puerto Rico,C4,microondas,basse,acces_2050,2035,0.9359410417323027,0.0258030542390731
Pando,Manuripi,Puerto Rico,C4,calefon,basse,acces_2050,2035,0.9359410417323027,0.020010531858873
Pando,Manuripi,Puerto Rico,C4,aire_acondicionado,basse,acces_2050,2035,0.9359410417323027,0.0279094260136914
Pando,Manuripi,Puerto Rico,C4,lavadora,basse,acces_2050,2035,0.9359410417323027,0.1748288572933122
Pando,Manuripi,Puerto Rico,C4,radio,basse,acces_2050,2035,0.9359410417323027,0.3923117430226435
Pando,Manuripi,Puerto Rico,C4,television,basse,acces_2050,2035,0.9359410417323027,0.4507635597682991
Pando,Manuripi,Puerto Rico,C4,telefono,basse,acces_2050,2035,0.9359410417323027,0.8680336487907466
Pando,Manuripi,Puerto Rico,C4,computadora,basse,acces_2050,2035,0.9359410417323027,0.2726315789473684
Pando,Manuripi,Puerto Rico,C4,internet,basse,acces_2050,2035,0.9359410417323027,0.1748288572933122
Pando,Manuripi,Puerto Rico,C4,refrigerador,basse,acces_2050,2050,1.0,0.4104320337197049
Pando,Manuripi,Puerto Rico,C4,microondas,basse,acces_2050,2050,1.0,0.0258030542390731
Pando,Manuripi,Puerto Rico,C4,calefon,basse,acces_2050,2050,1.0,0.020010531858873
Pando,Manuripi,Puerto Rico,C4,aire_acondicionado,basse,acces_2050,2050,1.0,0.0279094260136914
Pando,Manuripi,Puerto Rico,C4,lavadora,basse,acces_2050,2050,1.0,0.1748288572933122
Pando,Manuripi,Puerto Rico,C4,radio,basse,acces_2050,2050,1.0,0.3923117430226435
Pando,Manuripi,Puerto Rico,C4,television,basse,acces_2050,2050,1.0,0.4507635597682991
Pando,Manuripi,Puerto Rico,C4,telefono,basse,acces_2050,2050,1.0,0.8680336487907466
Pando,Manuripi,Puerto Rico,C4,computadora,basse,acces_2050,2050,1.0,0.2726315789473684
Pando,Manuripi,Puerto Rico,C4,internet,basse,acces_2050,2050,1.0,0.1748288572933122
Pando,Manuripi,San Pedro,C4,refrigerador,basse,acces_2050,2024,0.3970588235294117,0.0
Pando,Manuripi,San Pedro,C4,microondas,basse,acces_2050,2024,0.3970588235294117,0.0
Pando,Manuripi,San Pedro,C4,calefon,basse,acces_2050,2024,0.3970588235294117,0.0035523978685612
Pando,Manuripi,San Pedro,C4,aire_acondicionado,basse,acces_2050,2024,0.3970588235294117,0.0
Pando,Manuripi,San Pedro,C4,lavadora,basse,acces_2050,2024,0.3970588235294117,0.0
Pando,Manuripi,San Pedro,C4,radio,basse,acces_2050,2024,0.3970588235294117,0.6702127659574468
Pando,Manuripi,San Pedro,C4,television,basse,acces_2050,2024,0.3970588235294117,0.1719858156028368
Pando,Manuripi,San Pedro,C4,telefono,basse,acces_2050,2024,0.3970588235294117,0.6453900709219859
Pando,Manuripi,San Pedro,C4,computadora,basse,acces_2050,2024,0.3970588235294117,0.0479573712255772
Pando,Manuripi,San Pedro,C4,internet,basse,acces_2050,2024,0.3970588235294117,0.0035523978685612
Pando,Manuripi,San Pedro,C4,refrigerador,basse,acces_2050,2035,0.6795574765696962,0.0
Pando,Manuripi,San Pedro,C4,microondas,basse,acces_2050,2035,0.6795574765696962,0.0
Pando,Manuripi,San Pedro,C4,calefon,basse,acces_2050,2035,0.6795574765696962,0.0035523978685612
Pando,Manuripi,San Pedro,C4,aire_acondicionado,basse,acces_2050,2035,0.6795574765696962,0.0
Pando,Manuripi,San Pedro,C4,lavadora,basse,acces_2050,2035,0.6795574765696962,0.0
Pando,Manuripi,San Pedro,C4,radio,basse,acces_2050,2035,0.6795574765696962,0.6702127659574468
Pando,Manuripi,San Pedro,C4,television,basse,acces_2050,2035,0.6795574765696962,0.1719858156028368
Pando,Manuripi,San Pedro,C4,telefono,basse,acces_2050,2035,0.6795574765696962,0.6453900709219859
Pando,Manuripi,San Pedro,C4,computadora,basse,acces_2050,2035,0.6795574765696962,0.0479573712255772
Pando,Manuripi,San Pedro,C4,internet,basse,acces_2050,2035,0.6795574765696962,0.0035523978685612
Pando,Manuripi,San Pedro,C4,refrigerador,basse,acces_2050,2050,1.0,0.0
Pando,Manuripi,San Pedro,C4,microondas,basse,acces_2050,2050,1.0,0.0
Pando,Manuripi,San Pedro,C4,calefon,basse,acces_2050,2050,1.0,0.0035523978685612
Pando,Manuripi,San Pedro,C4,aire_acondicionado,basse,acces_2050,2050,1.0,0.0
Pando,Manuripi,San Pedro,C4,lavadora,basse,acces_2050,2050,1.0,0.0
Pando,Manuripi,San Pedro,C4,radio,basse,acces_2050,2050,1.0,0.6702127659574468
Pando,Manuripi,San Pedro,C4,television,basse,acces_2050,2050,1.0,0.1719858156028368
Pando,Manuripi,San Pedro,C4,telefono,basse,acces_2050,2050,1.0,0.6453900709219859
Pando,Manuripi,San Pedro,C4,computadora,basse,acces_2050,2050,1.0,0.0479573712255772
Pando,Manuripi,San Pedro,C4,internet,basse,acces_2050,2050,1.0,0.0035523978685612
Pando,Manuripi,Filadelfia,C4,refrigerador,basse,acces_2050,2024,0.7637231503579952,0.2855366763365106
Pando,Manuripi,Filadelfia,C4,microondas,basse,acces_2050,2024,0.7637231503579952,0.0198922503108164
Pando,Manuripi,Filadelfia,C4,calefon,basse,acces_2050,2024,0.7637231503579952,0.019485903814262
Pando,Manuripi,Filadelfia,C4,aire_acondicionado,basse,acces_2050,2024,0.7637231503579952,0.0078740157480314
Pando,Manuripi,Filadelfia,C4,lavadora,basse,acces_2050,2024,0.7637231503579952,0.1209610604805302
Pando,Manuripi,Filadelfia,C4,radio,basse,acces_2050,2024,0.7637231503579952,0.3974305843348529
Pando,Manuripi,Filadelfia,C4,television,basse,acces_2050,2024,0.7637231503579952,0.4101077050538525
Pando,Manuripi,Filadelfia,C4,telefono,basse,acces_2050,2024,0.7637231503579952,0.8475559237779619
Pando,Manuripi,Filadelfia,C4,computadora,basse,acces_2050,2024,0.7637231503579952,0.0981772990886495
Pando,Manuripi,Filadelfia,C4,internet,basse,acces_2050,2024,0.7637231503579952,0.0376967688483844
Pando,Manuripi,Filadelfia,C4,refrigerador,basse,acces_2050,2035,0.9040425271970838,0.2855366763365106
Pando,Manuripi,Filadelfia,C4,microondas,basse,acces_2050,2035,0.9040425271970838,0.0198922503108164
Pando,Manuripi,Filadelfia,C4,calefon,basse,acces_2050,2035,0.9040425271970838,0.019485903814262
Pando,Manuripi,Filadelfia,C4,aire_acondicionado,basse,acces_2050,2035,0.9040425271970838,0.0078740157480314
Pando,Manuripi,Filadelfia,C4,lavadora,basse,acces_2050,2035,0.9040425271970838,0.1209610604805302
Pando,Manuripi,Filadelfia,C4,radio,basse,acces_2050,2035,0.9040425271970838,0.3974305843348529
Pando,Manuripi,Filadelfia,C4,television,basse,acces_2050,2035,0.9040425271970838,0.4101077050538525
Pando,Manuripi,Filadelfia,C4,telefono,basse,acces_2050,2035,0.9040425271970838,0.8475559237779619
Pando,Manuripi,Filadelfia,C4,computadora,basse,acces_2050,2035,0.9040425271970838,0.0981772990886495
Pando,Manuripi,Filadelfia,C4,internet,basse,acces_2050,2035,0.9040425271970838,0.0376967688483844
Pando,Manuripi,Filadelfia,C4,refrigerador,basse,acces_2050,2050,1.0,0.2855366763365106
Pando,Manuripi,Filadelfia,C4,microondas,basse,acces_2050,2050,1.0,0.0198922503108164
Pando,Manuripi,Filadelfia,C4,calefon,basse,acces_2050,2050,1.0,0.019485903814262
Pando,Manuripi,Filadelfia,C4,aire_acondicionado,basse,acces_2050,2050,1.0,0.0078740157480314
Pando,Manuripi,Filadelfia,C4,lavadora,basse,acces_2050,2050,1.0,0.1209610604805302
Pando,Manuripi,Filadelfia,C4,radio,basse,acces_2050,2050,1.0,0.3974305843348529
Pando,Manuripi,Filadelfia,C4,television,basse,acces_2050,2050,1.0,0.4101077050538525
Pando,Manuripi,Filadelfia,C4,telefono,basse,acces_2050,2050,1.0,0.8475559237779619
Pando,Manuripi,Filadelfia,C4,computadora,basse,acces_2050,2050,1.0,0.0981772990886495
Pando,Manuripi,Filadelfia,C4,internet,basse,acces_2050,2050,1.0,0.0376967688483844
Pando,Madre de Dios,Puerto Gonzalo Moreno,C3,refrigerador,basse,acces_2050,2024,0.8229007633587786,0.2776859504132231
Pando,Madre de Dios,Puerto Gonzalo Moreno,C3,microondas,basse,acces_2050,2024,0.8229007633587786,0.0198347107438016
Pando,Madre de Dios,Puerto Gonzalo Moreno,C3,calefon,basse,acces_2050,2024,0.8229007633587786,0.015426997245179
Pando,Madre de Dios,Puerto Gonzalo Moreno,C3,aire_acondicionado,basse,acces_2050,2024,0.8229007633587786,0.009366391184573
Pando,Madre de Dios,Puerto Gonzalo Moreno,C3,lavadora,basse,acces_2050,2024,0.8229007633587786,0.0568119139547711
Pando,Madre de Dios,Puerto Gonzalo Moreno,C3,radio,basse,acces_2050,2024,0.8229007633587786,0.521763085399449
Pando,Madre de Dios,Puerto Gonzalo Moreno,C3,television,basse,acces_2050,2024,0.8229007633587786,0.4754820936639118
Pando,Madre de Dios,Puerto Gonzalo Moreno,C3,telefono,basse,acces_2050,2024,0.8229007633587786,0.74696802646086
Pando,Madre de Dios,Puerto Gonzalo Moreno,C3,computadora,basse,acces_2050,2024,0.8229007633587786,0.1063360881542699
Pando,Madre de Dios,Puerto Gonzalo Moreno,C3,internet,basse,acces_2050,2024,0.8229007633587786,0.0297684674751929
Pando,Madre de Dios,Puerto Gonzalo Moreno,C3,refrigerador,basse,acces_2050,2035,0.9308407913287676,0.2776859504132231
Pando,Madre de Dios,Puerto Gonzalo Moreno,C3,microondas,basse,acces_2050,2035,0.9308407913287676,0.0198347107438016
Pando,Madre de Dios,Puerto Gonzalo Moreno,C3,calefon,basse,acces_2050,2035,0.9308407913287676,0.015426997245179
Pando,Madre de Dios,Puerto Gonzalo Moreno,C3,aire_acondicionado,basse,acces_2050,2035,0.9308407913287676,0.009366391184573
Pando,Madre de Dios,Puerto Gonzalo Moreno,C3,lavadora,basse,acces_2050,2035,0.9308407913287676,0.0568119139547711
Pando,Madre de Dios,Puerto Gonzalo Moreno,C3,radio,basse,acces_2050,2035,0.9308407913287676,0.521763085399449
Pando,Madre de Dios,Puerto Gonzalo Moreno,C3,television,basse,acces_2050,2035,0.9308407913287676,0.4754820936639118
Pando,Madre de Dios,Puerto Gonzalo Moreno,C3,telefono,basse,acces_2050,2035,0.9308407913287676,0.74696802646086
Pando,Madre de Dios,Puerto Gonzalo Moreno,C3,computadora,basse,acces_2050,2035,0.9308407913287676,0.1063360881542699
Pando,Madre de Dios,Puerto Gonzalo Moreno,C3,internet,basse,acces_2050,2035,0.9308407913287676,0.0297684674751929
Pando,Madre de Dios,Puerto Gonzalo Moreno,C3,refrigerador,basse,acces_2050,2050,1.0,0.2776859504132231
Pando,Madre de Dios,Puerto Gonzalo Moreno,C3,microondas,basse,acces_2050,2050,1.0,0.0198347107438016
Pando,Madre de Dios,Puerto Gonzalo Moreno,C3,calefon,basse,acces_2050,2050,1.0,0.015426997245179
Pando,Madre de Dios,Puerto Gonzalo Moreno,C3,aire_acondicionado,basse,acces_2050,2050,1.0,0.009366391184573
Pando,Madre de Dios,Puerto Gonzalo Moreno,C3,lavadora,basse,acces_2050,2050,1.0,0.0568119139547711
Pando,Madre de Dios,Puerto Gonzalo Moreno,C3,radio,basse,acces_2050,2050,1.0,0.521763085399449
Pando,Madre de Dios,Puerto Gonzalo Moreno,C3,television,basse,acces_2050,2050,1.0,0.4754820936639118
Pando,Madre de Dios,Puerto Gonzalo Moreno,C3,telefono,basse,acces_2050,2050,1.0,0.74696802646086
Pando,Madre de Dios,Puerto Gonzalo Moreno,C3,computadora,basse,acces_2050,2050,1.0,0.1063360881542699
Pando,Madre de Dios,Puerto Gonzalo Moreno,C3,internet,basse,acces_2050,2050,1.0,0.0297684674751929
Pando,Madre de Dios,San Lorenzo,C4,refrigerador,basse,acces_2050,2024,0.8367567567567568,0.2832469775474956
Pando,Madre de Dios,San Lorenzo,C4,microondas,basse,acces_2050,2024,0.8367567567567568,0.0115074798619102
Pando,Madre de Dios,San Lorenzo,C4,calefon,basse,acces_2050,2024,0.8367567567567568,0.0097813578826237
Pando,Madre de Dios,San Lorenzo,C4,aire_acondicionado,basse,acces_2050,2024,0.8367567567567568,0.0086306098964326
Pando,Madre de Dios,San Lorenzo,C4,lavadora,basse,acces_2050,2024,0.8367567567567568,0.0909090909090909
Pando,Madre de Dios,San Lorenzo,C4,radio,basse,acces_2050,2024,0.8367567567567568,0.3906789413118527
Pando,Madre de Dios,San Lorenzo,C4,television,basse,acces_2050,2024,0.8367567567567568,0.4490500863557858
Pando,Madre de Dios,San Lorenzo,C4,telefono,basse,acces_2050,2024,0.8367567567567568,0.8301669545192861
Pando,Madre de Dios,San Lorenzo,C4,computadora,basse,acces_2050,2024,0.8367567567567568,0.1013241220495106
Pando,Madre de Dios,San Lorenzo,C4,internet,basse,acces_2050,2024,0.8367567567567568,0.0558434081750143
Pando,Madre de Dios,San Lorenzo,C4,refrigerador,basse,acces_2050,2035,0.9461771481834212,0.2832469775474956
Pando,Madre de Dios,San Lorenzo,C4,microondas,basse,acces_2050,2035,0.9461771481834212,0.0115074798619102
Pando,Madre de Dios,San Lorenzo,C4,calefon,basse,acces_2050,2035,0.9461771481834212,0.0097813578826237
Pando,Madre de Dios,San Lorenzo,C4,aire_acondicionado,basse,acces_2050,2035,0.9461771481834212,0.0086306098964326
Pando,Madre de Dios,San Lorenzo,C4,lavadora,basse,acces_2050,2035,0.9461771481834212,0.0909090909090909
Pando,Madre de Dios,San Lorenzo,C4,radio,basse,acces_2050,2035,0.9461771481834212,0.3906789413118527
Pando,Madre de Dios,San Lorenzo,C4,television,basse,acces_2050,2035,0.9461771481834212,0.4490500863557858
Pando,Madre de Dios,San Lorenzo,C4,telefono,basse,acces_2050,2035,0.9461771481834212,0.8301669545192861
Pando,Madre de Dios,San Lorenzo,C4,computadora,basse,acces_2050,2035,0.9461771481834212,0.1013241220495106
Pando,Madre de Dios,San Lorenzo,C4,internet,basse,acces_2050,2035,0.9461771481834212,0.0558434081750143
Pando,Madre de Dios,San Lorenzo,C4,refrigerador,basse,acces_2050,2050,1.0,0.2832469775474956
Pando,Madre de Dios,San Lorenzo,C4,microondas,basse,acces_2050,2050,1.0,0.0115074798619102
Pando,Madre de Dios,San Lorenzo,C4,calefon,basse,acces_2050,2050,1.0,0.0097813578826237
Pando,Madre de Dios,San Lorenzo,C4,aire_acondicionado,basse,acces_2050,2050,1.0,0.0086306098964326
Pando,Madre de Dios,San Lorenzo,C4,lavadora,basse,acces_2050,2050,1.0,0.0909090909090909
Pando,Madre de Dios,San Lorenzo,C4,radio,basse,acces_2050,2050,1.0,0.3906789413118527
Pando,Madre de Dios,San Lorenzo,C4,television,basse,acces_2050,2050,1.0,0.4490500863557858
Pando,Madre de Dios,San Lorenzo,C4,telefono,basse,acces_2050,2050,1.0,0.8301669545192861
Pando,Madre de Dios,San Lorenzo,C4,computadora,basse,acces_2050,2050,1.0,0.1013241220495106
Pando,Madre de Dios,San Lorenzo,C4,internet,basse,acces_2050,2050,1.0,0.0558434081750143
Pando,Madre de Dios,Sena,C4,refrigerador,basse,acces_2050,2024,0.6267826086956522,0.214075165806927
Pando,Madre de Dios,Sena,C4,microondas,basse,acces_2050,2024,0.6267826086956522,0.0143699336772291
Pando,Madre de Dios,Sena,C4,calefon,basse,acces_2050,2024,0.6267826086956522,0.0132645541635961
Pando,Madre de Dios,Sena,C4,aire_acondicionado,basse,acces_2050,2024,0.6267826086956522,0.0162182086251382
Pando,Madre de Dios,Sena,C4,lavadora,basse,acces_2050,2024,0.6267826086956522,0.0762992996682639
Pando,Madre de Dios,Sena,C4,radio,basse,acces_2050,2024,0.6267826086956522,0.3550644567219153
Pando,Madre de Dios,Sena,C4,television,basse,acces_2050,2024,0.6267826086956522,0.3667526723184666
Pando,Madre de Dios,Sena,C4,telefono,basse,acces_2050,2024,0.6267826086956522,0.7874769797421731
Pando,Madre de Dios,Sena,C4,computadora,basse,acces_2050,2024,0.6267826086956522,0.1046425939572586
Pando,Madre de Dios,Sena,C4,internet,basse,acces_2050,2024,0.6267826086956522,0.1201179071481208
Pando,Madre de Dios,Sena,C4,refrigerador,basse,acces_2050,2035,0.8654448704901772,0.214075165806927
Pando,Madre de Dios,Sena,C4,microondas,basse,acces_2050,2035,0.8654448704901772,0.0143699336772291
Pando,Madre de Dios,Sena,C4,calefon,basse,acces_2050,2035,0.8654448704901772,0.0132645541635961
Pando,Madre de Dios,Sena,C4,aire_acondicionado,basse,acces_2050,2035,0.8654448704901772,0.0162182086251382
Pando,Madre de Dios,Sena,C4,lavadora,basse,acces_2050,2035,0.8654448704901772,0.0762992996682639
Pando,Madre de Dios,Sena,C4,radio,basse,acces_2050,2035,0.8654448704901772,0.3550644567219153
